Date,Fitting,True_value,Predicted,Upper_Bound,Lower_Bound
2016-11-09,77.74622020511471,77.82416426260713,,,
2016-11-10,74.15178930264668,74.66168390733999,,,
2016-11-11,73.78009629580666,74.11247021888508,,,
2016-11-12,73.80922687971658,74.0091779907856,,,
2016-11-13,73.76730815765472,73.88957305045635,,,
2016-11-14,73.67569772150297,73.76149535537436,,,
2016-11-15,74.06159939503195,74.05999295794564,,,
2016-11-16,74.40226226693358,74.35835086832374,,,
2016-11-17,74.2289392384276,74.22708190565373,,,
2016-11-18,75.15853302179654,75.03015322789058,,,
2016-11-19,75.33442749081776,75.24091553633171,,,
2016-11-20,75.55755359298597,75.46984671783765,,,
2016-11-21,75.77519098269957,75.69573607389037,,,
2016-11-22,75.90087277392642,75.8370078921429,,,
2016-11-23,75.27713052126919,75.32355152202312,,,
2016-11-24,75.93864702462328,75.87282494836482,,,
2016-11-25,75.6828855524767,75.68435968398997,,,
2016-11-26,76.02952126316941,75.97931230855855,,,
2016-11-27,76.32645078024125,76.26061775808421,,,
2016-11-28,76.63495808609764,76.55418267334585,,,
2016-11-29,76.3420995792342,76.33540290476797,,,
2016-11-30,76.44257609167924,76.42229377817355,,,
2016-12-01,74.98065085480876,75.16555501222535,,,
2016-12-02,75.58814735594915,75.60665517634654,,,
2016-12-03,76.24943924109229,76.17982734671492,,,
2016-12-04,76.87510296080919,76.74957327232727,,,
2016-12-05,77.46140880535538,77.31085084842867,,,
2016-12-06,78.28739454701542,78.087463527611,,,
2016-12-07,78.34025098354732,78.21839010418657,,,
2016-12-08,79.3184415595235,79.11116820376911,,,
2016-12-09,80.27390311844766,80.02712936368754,,,
2016-12-10,80.46004296070122,80.29077294079028,,,
2016-12-11,80.7039021547145,80.56975558692457,,,
2016-12-12,80.95637670130104,80.84388791895299,,,
2016-12-13,81.53868960216174,81.39362600907991,,,
2016-12-14,81.26795262279457,81.22152245941878,,,
2016-12-15,80.8567875024927,80.88118221407557,,,
2016-12-16,80.50373283359448,80.56430306491355,,,
2016-12-17,80.72512213817895,80.72971820313053,,,
2016-12-18,80.90938144575928,80.88954114612339,,,
2016-12-19,81.07400194822559,81.04025819842522,,,
2016-12-20,81.69621327236199,81.59299917936038,,,
2016-12-21,82.12233251780552,82.00680896617436,,,
2016-12-22,82.93171310194118,82.75419268229108,,,
2016-12-23,83.57477350080413,83.38633026602217,,,
2016-12-24,83.44254243724613,83.3502921795989,,,
2016-12-25,83.36655796139624,83.32005246067611,,,
2016-12-26,83.31077550113002,83.29085388817658,,,
2016-12-27,83.28787110808112,83.27860078758555,,,
2016-12-28,83.23723481277871,83.23858038677002,,,
2016-12-29,84.0771914913417,83.96418766994864,,,
2016-12-30,83.80565412163014,83.78064951341196,,,
2016-12-31,83.6016874683972,83.61000101278523,,,
2017-01-01,83.40791910467661,83.43937267561961,,,
2017-01-02,83.21286576804548,83.25629515327033,,,
2017-01-03,84.08419954488092,83.99194482495045,,,
2017-01-04,85.61932141092574,85.36153948371441,,,
2017-01-05,86.19214168601802,85.9678854183164,,,
2017-01-06,86.28054584604519,86.13536763534542,,,
2017-01-07,86.52923342806506,86.40937062081046,,,
2017-01-08,86.77395766324564,86.67088364571269,,,
2017-01-09,87.0473700430175,86.94993268332483,,,
2017-01-10,86.86248485775502,86.83074596994324,,,
2017-01-11,86.95846392120983,86.92481305389472,,,
2017-01-12,87.16023432536453,87.11439524024573,,,
2017-01-13,85.39613012553966,85.60515138267628,,,
2017-01-14,85.25772294473872,85.38883651731392,,,
2017-01-15,85.03782614565915,85.14943240886787,,,
2017-01-16,84.80430516733367,84.89876452263266,,,
2017-01-17,85.44770163686147,85.41737849712696,,,
2017-01-18,85.27979380180813,85.28861894507799,,,
2017-01-19,85.56552430723752,85.52935234890072,,,
2017-01-20,86.72671739699297,86.55103302385561,,,
2017-01-21,86.6950944898481,86.60096432213082,,,
2017-01-22,86.73434899569641,86.67003265625365,,,
2017-01-23,86.7831364667459,86.73974912070987,,,
2017-01-24,86.3794923643794,86.40758703465741,,,
2017-01-25,87.33266691100427,87.21823948556843,,,
2017-01-26,86.79109875650741,86.80325484470899,,,
2017-01-27,86.85826853628214,86.84976257033671,,,
2017-01-28,87.12807991732508,87.09000853209477,,,
2017-01-29,87.38780401206327,87.33042388067607,,,
2017-01-30,87.64684158646996,87.57925120718409,,,
2017-01-31,86.9673254830604,87.0194189727508,,,
2017-02-01,87.02500905220899,87.0434062010512,,,
2017-02-02,88.05433819319468,87.92878938119976,,,
2017-02-03,88.29669800701748,88.19479802547303,,,
2017-02-04,87.97948788109825,87.96067365539777,,,
2017-02-05,87.7176287535507,87.73991804208018,,,
2017-02-06,87.47232408423237,87.51753604211517,,,
2017-02-07,87.18153443868691,87.24625687565123,,,
2017-02-08,87.73126947673958,87.69449532752222,,,
2017-02-09,87.18386113542222,87.23969380587106,,,
2017-02-10,87.60083244500287,87.57261576887262,,,
2017-02-11,87.56783663424757,87.56054780321531,,,
2017-02-12,87.56582897399498,87.55935105795345,,,
2017-02-13,87.54535946394861,87.54527612820056,,,
2017-02-14,88.10951478126258,88.032805928231,,,
2017-02-15,88.46771471171299,88.3775694712454,,,
2017-02-16,88.07951576234794,88.07874937061747,,,
2017-02-17,87.70858331314412,87.75511060315019,,,
2017-02-18,87.93352356133089,87.92979172167298,,,
2017-02-19,88.12653679403421,88.10033962572518,,,
2017-02-20,88.31873336230498,88.2776274691407,,,
2017-02-21,87.99013976230572,88.01093259642204,,,
2017-02-22,88.1747081324199,88.15964508325575,,,
2017-02-23,88.09935755005903,88.10286435741145,,,
2017-02-24,86.49978857143016,86.71377714392831,,,
2017-02-25,86.69755711222389,86.78879712069867,,,
2017-02-26,86.79283400863885,86.83994602979885,,,
2017-02-27,86.87470895340199,86.89002396771876,,,
2017-02-28,86.93876941270636,86.9405776122026,,,
2017-03-01,87.01142819092638,87.00259403583401,,,
2017-03-02,86.4501706148811,86.52073927871407,,,
2017-03-03,87.0943411291788,87.04580536962283,,,
2017-03-04,87.11672060239745,87.09072918587523,,,
2017-03-05,87.17600985867,87.15012376031217,,,
2017-03-06,87.23374148861355,87.21197442512768,,,
2017-03-07,87.11128973782489,87.11455765656635,,,
2017-03-08,85.73136285368751,85.91688787407453,,,
2017-03-09,85.29082590438202,85.45125787004875,,,
2017-03-10,87.37887062676306,87.19353991369114,,,
2017-03-11,87.07781477646787,87.0215720018675,,,
2017-03-12,86.89783128053385,86.88080052813561,,,
2017-03-13,86.74309480931777,86.75591559929465,,,
2017-03-14,85.59735050851761,85.75617598378909,,,
2017-03-15,87.41792738919607,87.26039832307818,,,
2017-03-16,87.92837533788268,87.78027565187357,,,
2017-03-17,88.93022009215203,88.702523278133,,,
